Cat	Human	Pig	Rabbit	Rat	Dog	Sheep
ENSFCAG00000008406_Cat(Cat)	ENSG00000166436_Human(Human)	ENSSSCG00000014567_Pig(Pig)	ENSOCUG00000005433_Rabbit(Rabbit)	ENSRNOG00000014373_Rat(Rat)	ENSCAFG00000006919_Dog(Dog)	ENSOARG00000014647_Sheep(Sheep)
ENSFCAG00000031988_Cat(Cat)	ENSG00000134453_Human(Human)	ENSSSCG00000011134_Pig(Pig)	ENSOCUG00000004516_Rabbit(Rabbit)	ENSRNOG00000018767_Rat(Rat)	ENSCAFG00000005206_Dog(Dog)	ENSOARG00000012975_Sheep(Sheep)
ENSFCAG00000027290_Cat(Cat)	ENSG00000124784_Human(Human)	ENSSSCG00000001024_Pig(Pig)	ENSOCUG00000011824_Rabbit(Rabbit)	ENSRNOG00000014049_Rat(Rat)	ENSCAFG00000009563_Dog(Dog)	ENSOARG00000017747_Sheep(Sheep)
ENSFCAG00000028861_Cat(Cat)	ENSG00000105784_Human(Human)	ENSSSCG00000024485_Pig(Pig)	ENSOCUG00000015000_Rabbit(Rabbit)	ENSRNOG00000008463_Rat(Rat)	ENSCAFG00000001838_Dog(Dog)	ENSOARG00000013712_Sheep(Sheep)
ENSFCAG00000012150_Cat(Cat)	ENSG00000115590_Human(Human)	ENSSSCG00000028331_Pig(Pig)	ENSOCUG00000016746_Rabbit(Rabbit)	ENSRNOG00000014378_Rat(Rat)	ENSCAFG00000002152_Dog(Dog)	ENSOARG00000013159_Sheep(Sheep)
ENSFCAG00000013371_Cat(Cat)	ENSG00000117533_Human(Human)	ENSSSCG00000015482_Pig(Pig)	ENSOCUG00000015967_Rabbit(Rabbit)	ENSRNOG00000003071_Rat(Rat)	ENSCAFG00000014905_Dog(Dog)	ENSOARG00000013652_Sheep(Sheep)
ENSFCAG00000007761_Cat(Cat)	ENSG00000159625_Human(Human)	ENSSSCG00000002817_Pig(Pig)	ENSOCUG00000016661_Rabbit(Rabbit)	ENSRNOG00000025860_Rat(Rat)	ENSCAFG00000008680_Dog(Dog)	ENSOARG00000000699_Sheep(Sheep)
ENSFCAG00000004238_Cat(Cat)	ENSG00000092931_Human(Human)	ENSSSCG00000029343_Pig(Pig)	ENSOCUG00000015718_Rabbit(Rabbit)	ENSRNOG00000000247_Rat(Rat)	ENSCAFG00000005155_Dog(Dog)	ENSOARG00000006580_Sheep(Sheep)
ENSFCAG00000028259_Cat(Cat)	ENSG00000163870_Human(Human)	ENSSSCG00000011623_Pig(Pig)	ENSOCUG00000027115_Rabbit(Rabbit)	ENSRNOG00000016665_Rat(Rat)	ENSCAFG00000004039_Dog(Dog)	ENSOARG00000007194_Sheep(Sheep)
ENSFCAG00000025872_Cat(Cat)	ENSG00000143774_Human(Human)	ENSSSCG00000013990_Pig(Pig)	ENSOCUG00000027935_Rabbit(Rabbit)	ENSRNOG00000002928_Rat(Rat)	ENSCAFG00000001174_Dog(Dog)	ENSOARG00000006259_Sheep(Sheep)
ENSFCAG00000007319_Cat(Cat)	ENSG00000153237_Human(Human)	ENSSSCG00000015876_Pig(Pig)	ENSOCUG00000029444_Rabbit(Rabbit)	ENSRNOG00000057740_Rat(Rat)	ENSCAFG00000009318_Dog(Dog)	ENSOARG00000007648_Sheep(Sheep)
ENSFCAG00000033842_Cat(Cat)	ENSG00000165272_Human(Human)	ENSSSCG00000040513_Pig(Pig)	ENSOCUG00000017852_Rabbit(Rabbit)	ENSRNOG00000009797_Rat(Rat)	ENSCAFG00000023922_Dog(Dog)	ENSOARG00000009442_Sheep(Sheep)
ENSFCAG00000043141_Cat(Cat)	ENSG00000160207_Human(Human)	ENSSSCG00000022164_Pig(Pig)	ENSOCUG00000009621_Rabbit(Rabbit)	ENSRNOG00000001193_Rat(Rat)	ENSCAFG00000010614_Dog(Dog)	ENSOARG00000011274_Sheep(Sheep)
ENSFCAG00000000083_Cat(Cat)	ENSG00000129071_Human(Human)	ENSSSCG00000033303_Pig(Pig)	ENSOCUG00000013006_Rabbit(Rabbit)	ENSRNOG00000010919_Rat(Rat)	ENSCAFG00000004867_Dog(Dog)	ENSOARG00000014699_Sheep(Sheep)
ENSFCAG00000000086_Cat(Cat)	ENSG00000163913_Human(Human)	ENSSSCG00000011589_Pig(Pig)	ENSOCUG00000013015_Rabbit(Rabbit)	ENSRNOG00000010952_Rat(Rat)	ENSCAFG00000004785_Dog(Dog)	ENSOARG00000014470_Sheep(Sheep)
ENSFCAG00000027604_Cat(Cat)	ENSG00000104047_Human(Human)	ENSSSCG00000004647_Pig(Pig)	ENSOCUG00000016783_Rabbit(Rabbit)	ENSRNOG00000009593_Rat(Rat)	ENSCAFG00000014926_Dog(Dog)	ENSOARG00000020998_Sheep(Sheep)
ENSFCAG00000004075_Cat(Cat)	ENSG00000173040_Human(Human)	ENSSSCG00000024399_Pig(Pig)	ENSOCUG00000016405_Rabbit(Rabbit)	ENSRNOG00000007025_Rat(Rat)	ENSCAFG00000015738_Dog(Dog)	ENSOARG00000007030_Sheep(Sheep)
ENSFCAG00000009497_Cat(Cat)	ENSG00000084234_Human(Human)	ENSSSCG00000015244_Pig(Pig)	ENSOCUG00000010051_Rabbit(Rabbit)	ENSRNOG00000047179_Rat(Rat)	ENSCAFG00000010132_Dog(Dog)	ENSOARG00000014725_Sheep(Sheep)
ENSFCAG00000001914_Cat(Cat)	ENSG00000147894_Human(Human)	ENSSSCG00000011010_Pig(Pig)	ENSOCUG00000006510_Rabbit(Rabbit)	ENSRNOG00000009478_Rat(Rat)	ENSCAFG00000001720_Dog(Dog)	ENSOARG00000014678_Sheep(Sheep)
ENSFCAG00000012588_Cat(Cat)	ENSG00000198948_Human(Human)	ENSSSCG00000009709_Pig(Pig)	ENSOCUG00000011514_Rabbit(Rabbit)	ENSRNOG00000011775_Rat(Rat)	ENSCAFG00000007681_Dog(Dog)	ENSOARG00000015459_Sheep(Sheep)
ENSFCAG00000014497_Cat(Cat)	ENSG00000277791_Human(Human)	ENSSSCG00000037606_Pig(Pig)	ENSOCUG00000002598_Rabbit(Rabbit)	ENSRNOG00000052730_Rat(Rat)	ENSCAFG00000016587_Dog(Dog)	ENSOARG00000009831_Sheep(Sheep)
ENSFCAG00000002370_Cat(Cat)	ENSG00000163466_Human(Human)	ENSSSCG00000016185_Pig(Pig)	ENSOCUG00000005516_Rabbit(Rabbit)	ENSRNOG00000014289_Rat(Rat)	ENSCAFG00000014618_Dog(Dog)	ENSOARG00000019495_Sheep(Sheep)
ENSFCAG00000026805_Cat(Cat)	ENSG00000072756_Human(Human)	ENSSSCG00000011529_Pig(Pig)	ENSOCUG00000008580_Rabbit(Rabbit)	ENSRNOG00000006432_Rat(Rat)	ENSCAFG00000005985_Dog(Dog)	ENSOARG00000008631_Sheep(Sheep)
ENSFCAG00000013412_Cat(Cat)	ENSG00000088899_Human(Human)	ENSSSCG00000007161_Pig(Pig)	ENSOCUG00000004066_Rabbit(Rabbit)	ENSRNOG00000021231_Rat(Rat)	ENSCAFG00000006417_Dog(Dog)	ENSOARG00000004410_Sheep(Sheep)
ENSFCAG00000039953_Cat(Cat)	ENSG00000082213_Human(Human)	ENSSSCG00000016808_Pig(Pig)	ENSOCUG00000000375_Rabbit(Rabbit)	ENSRNOG00000022745_Rat(Rat)	ENSCAFG00000018933_Dog(Dog)	ENSOARG00000012474_Sheep(Sheep)
ENSFCAG00000000652_Cat(Cat)	ENSG00000091181_Human(Human)	ENSSSCG00000011528_Pig(Pig)	ENSOCUG00000015601_Rabbit(Rabbit)	ENSRNOG00000005954_Rat(Rat)	ENSCAFG00000005991_Dog(Dog)	ENSOARG00000008664_Sheep(Sheep)
ENSFCAG00000026183_Cat(Cat)	ENSG00000140743_Human(Human)	ENSSSCG00000032340_Pig(Pig)	ENSOCUG00000029062_Rabbit(Rabbit)	ENSRNOG00000017260_Rat(Rat)	ENSCAFG00000017728_Dog(Dog)	ENSOARG00000015755_Sheep(Sheep)
ENSFCAG00000004573_Cat(Cat)	ENSG00000103174_Human(Human)	ENSSSCG00000007925_Pig(Pig)	ENSOCUG00000010929_Rabbit(Rabbit)	ENSRNOG00000002895_Rat(Rat)	ENSCAFG00000019122_Dog(Dog)	ENSOARG00000004839_Sheep(Sheep)
ENSFCAG00000011110_Cat(Cat)	ENSG00000008083_Human(Human)	ENSSSCG00000001061_Pig(Pig)	ENSOCUG00000009755_Rabbit(Rabbit)	ENSRNOG00000045918_Rat(Rat)	ENSCAFG00000009885_Dog(Dog)	ENSOARG00000012666_Sheep(Sheep)
ENSFCAG00000012089_Cat(Cat)	ENSG00000120162_Human(Human)	ENSSSCG00000038811_Pig(Pig)	ENSOCUG00000017681_Rabbit(Rabbit)	ENSRNOG00000009453_Rat(Rat)	ENSCAFG00000001715_Dog(Dog)	ENSOARG00000014651_Sheep(Sheep)
ENSFCAG00000002417_Cat(Cat)	ENSG00000106086_Human(Human)	ENSSSCG00000016682_Pig(Pig)	ENSOCUG00000000807_Rabbit(Rabbit)	ENSRNOG00000009971_Rat(Rat)	ENSCAFG00000003056_Dog(Dog)	ENSOARG00000008417_Sheep(Sheep)
ENSFCAG00000012373_Cat(Cat)	ENSG00000096717_Human(Human)	ENSSSCG00000010235_Pig(Pig)	ENSOCUG00000009919_Rabbit(Rabbit)	ENSRNOG00000051592_Rat(Rat)	ENSCAFG00000013316_Dog(Dog)	ENSOARG00000004826_Sheep(Sheep)
ENSFCAG00000010272_Cat(Cat)	ENSG00000160208_Human(Human)	ENSSSCG00000021698_Pig(Pig)	ENSOCUG00000025931_Rabbit(Rabbit)	ENSRNOG00000001194_Rat(Rat)	ENSCAFG00000010621_Dog(Dog)	ENSOARG00000011314_Sheep(Sheep)
ENSFCAG00000031608_Cat(Cat)	ENSG00000102554_Human(Human)	ENSSSCG00000035101_Pig(Pig)	ENSOCUG00000011318_Rabbit(Rabbit)	ENSRNOG00000008785_Rat(Rat)	ENSCAFG00000005037_Dog(Dog)	ENSOARG00000015505_Sheep(Sheep)
ENSFCAG00000022971_Cat(Cat)	ENSG00000075785_Human(Human)	ENSSSCG00000011615_Pig(Pig)	ENSOCUG00000001645_Rabbit(Rabbit)	ENSRNOG00000012247_Rat(Rat)	ENSCAFG00000004157_Dog(Dog)	ENSOARG00000004002_Sheep(Sheep)
ENSFCAG00000032975_Cat(Cat)	ENSG00000152219_Human(Human)	ENSSSCG00000039889_Pig(Pig)	ENSOCUG00000027628_Rabbit(Rabbit)	ENSRNOG00000004891_Rat(Rat)	ENSCAFG00000028788_Dog(Dog)	ENSOARG00000015515_Sheep(Sheep)
ENSFCAG00000013254_Cat(Cat)	ENSG00000171564_Human(Human)	ENSSSCG00000008997_Pig(Pig)	ENSOCUG00000011235_Rabbit(Rabbit)	ENSRNOG00000007092_Rat(Rat)	ENSCAFG00000008424_Dog(Dog)	ENSOARG00000000291_Sheep(Sheep)
ENSFCAG00000003918_Cat(Cat)	ENSG00000065328_Human(Human)	ENSSSCG00000035059_Pig(Pig)	ENSOCUG00000006801_Rabbit(Rabbit)	ENSRNOG00000017981_Rat(Rat)	ENSCAFG00000004754_Dog(Dog)	ENSOARG00000005416_Sheep(Sheep)
ENSFCAG00000006030_Cat(Cat)	ENSG00000156958_Human(Human)	ENSSSCG00000004651_Pig(Pig)	ENSOCUG00000006461_Rabbit(Rabbit)	ENSRNOG00000009289_Rat(Rat)	ENSCAFG00000014895_Dog(Dog)	ENSOARG00000021004_Sheep(Sheep)
ENSFCAG00000003989_Cat(Cat)	ENSG00000116133_Human(Human)	ENSSSCG00000027525_Pig(Pig)	ENSOCUG00000005190_Rabbit(Rabbit)	ENSRNOG00000006787_Rat(Rat)	ENSCAFG00000018994_Dog(Dog)	ENSOARG00000007493_Sheep(Sheep)
ENSFCAG00000027462_Cat(Cat)	ENSG00000132329_Human(Human)	ENSSSCG00000016331_Pig(Pig)	ENSOCUG00000016751_Rabbit(Rabbit)	ENSRNOG00000019926_Rat(Rat)	ENSCAFG00000023774_Dog(Dog)	ENSOARG00000018990_Sheep(Sheep)
ENSFCAG00000031770_Cat(Cat)	ENSG00000108829_Human(Human)	ENSSSCG00000028019_Pig(Pig)	ENSOCUG00000004613_Rabbit(Rabbit)	ENSRNOG00000003524_Rat(Rat)	ENSCAFG00000017036_Dog(Dog)	ENSOARG00000004440_Sheep(Sheep)
ENSFCAG00000031494_Cat(Cat)	ENSG00000153975_Human(Human)	ENSSSCG00000004263_Pig(Pig)	ENSOCUG00000007805_Rabbit(Rabbit)	ENSRNOG00000000398_Rat(Rat)	ENSCAFG00000000901_Dog(Dog)	ENSOARG00000009087_Sheep(Sheep)
ENSFCAG00000005548_Cat(Cat)	ENSG00000087589_Human(Human)	ENSSSCG00000007495_Pig(Pig)	ENSOCUG00000017901_Rabbit(Rabbit)	ENSRNOG00000021560_Rat(Rat)	ENSCAFG00000011920_Dog(Dog)	ENSOARG00000018275_Sheep(Sheep)
ENSFCAG00000027121_Cat(Cat)	ENSG00000146243_Human(Human)	ENSSSCG00000004472_Pig(Pig)	ENSOCUG00000001488_Rabbit(Rabbit)	ENSRNOG00000008984_Rat(Rat)	ENSCAFG00000002793_Dog(Dog)	ENSOARG00000006789_Sheep(Sheep)
ENSFCAG00000026973_Cat(Cat)	ENSG00000175390_Human(Human)	ENSSSCG00000039647_Pig(Pig)	ENSOCUG00000004225_Rabbit(Rabbit)	ENSRNOG00000015221_Rat(Rat)	ENSCAFG00000006884_Dog(Dog)	ENSOARG00000015265_Sheep(Sheep)
ENSFCAG00000022556_Cat(Cat)	ENSG00000108924_Human(Human)	ENSSSCG00000017604_Pig(Pig)	ENSOCUG00000010547_Rabbit(Rabbit)	ENSRNOG00000002456_Rat(Rat)	ENSCAFG00000030851_Dog(Dog)	ENSOARG00000005301_Sheep(Sheep)
ENSFCAG00000013183_Cat(Cat)	ENSG00000153347_Human(Human)	ENSSSCG00000026175_Pig(Pig)	ENSOCUG00000010847_Rabbit(Rabbit)	ENSRNOG00000026845_Rat(Rat)	ENSCAFG00000007943_Dog(Dog)	ENSOARG00000016915_Sheep(Sheep)
ENSFCAG00000025673_Cat(Cat)	ENSG00000101138_Human(Human)	ENSSSCG00000007494_Pig(Pig)	ENSOCUG00000011351_Rabbit(Rabbit)	ENSRNOG00000004775_Rat(Rat)	ENSCAFG00000011914_Dog(Dog)	ENSOARG00000018300_Sheep(Sheep)
ENSFCAG00000028125_Cat(Cat)	ENSG00000108960_Human(Human)	ENSSSCG00000017605_Pig(Pig)	ENSOCUG00000010549_Rabbit(Rabbit)	ENSRNOG00000002436_Rat(Rat)	ENSCAFG00000029757_Dog(Dog)	ENSOARG00000005452_Sheep(Sheep)
ENSFCAG00000022385_Cat(Cat)	ENSG00000115520_Human(Human)	ENSSSCG00000016076_Pig(Pig)	ENSOCUG00000012735_Rabbit(Rabbit)	ENSRNOG00000014456_Rat(Rat)	ENSCAFG00000010890_Dog(Dog)	ENSOARG00000015462_Sheep(Sheep)
ENSFCAG00000026330_Cat(Cat)	ENSG00000170633_Human(Human)	ENSSSCG00000037811_Pig(Pig)	ENSOCUG00000005957_Rabbit(Rabbit)	ENSRNOG00000001331_Rat(Rat)	ENSCAFG00000008294_Dog(Dog)	ENSOARG00000014491_Sheep(Sheep)
ENSFCAG00000010224_Cat(Cat)	ENSG00000134882_Human(Human)	ENSSSCG00000009516_Pig(Pig)	ENSOCUG00000002025_Rabbit(Rabbit)	ENSRNOG00000012710_Rat(Rat)	ENSCAFG00000005799_Dog(Dog)	ENSOARG00000004044_Sheep(Sheep)
ENSFCAG00000022943_Cat(Cat)	ENSG00000171621_Human(Human)	ENSSSCG00000035940_Pig(Pig)	ENSOCUG00000027025_Rabbit(Rabbit)	ENSRNOG00000017212_Rat(Rat)	ENSCAFG00000019732_Dog(Dog)	ENSOARG00000008681_Sheep(Sheep)
ENSFCAG00000008951_Cat(Cat)	ENSG00000151148_Human(Human)	ENSSSCG00000009933_Pig(Pig)	ENSOCUG00000013932_Rabbit(Rabbit)	ENSRNOG00000047219_Rat(Rat)	ENSCAFG00000010870_Dog(Dog)	ENSOARG00000015640_Sheep(Sheep)
ENSFCAG00000013850_Cat(Cat)	ENSG00000006062_Human(Human)	ENSSSCG00000017330_Pig(Pig)	ENSOCUG00000002640_Rabbit(Rabbit)	ENSRNOG00000003278_Rat(Rat)	ENSCAFG00000013774_Dog(Dog)	ENSOARG00000010396_Sheep(Sheep)
ENSFCAG00000012410_Cat(Cat)	ENSG00000157741_Human(Human)	ENSSSCG00000016510_Pig(Pig)	ENSOCUG00000017182_Rabbit(Rabbit)	ENSRNOG00000005564_Rat(Rat)	ENSCAFG00000004086_Dog(Dog)	ENSOARG00000011361_Sheep(Sheep)
ENSFCAG00000012888_Cat(Cat)	ENSG00000140521_Human(Human)	ENSSSCG00000001838_Pig(Pig)	ENSOCUG00000011501_Rabbit(Rabbit)	ENSRNOG00000032293_Rat(Rat)	ENSCAFG00000011760_Dog(Dog)	ENSOARG00000011484_Sheep(Sheep)
ENSFCAG00000023002_Cat(Cat)	ENSG00000166200_Human(Human)	ENSSSCG00000004652_Pig(Pig)	ENSOCUG00000006455_Rabbit(Rabbit)	ENSRNOG00000008744_Rat(Rat)	ENSCAFG00000014850_Dog(Dog)	ENSOARG00000021006_Sheep(Sheep)
ENSFCAG00000028897_Cat(Cat)	ENSG00000141030_Human(Human)	ENSSSCG00000018051_Pig(Pig)	ENSOCUG00000002679_Rabbit(Rabbit)	ENSRNOG00000053943_Rat(Rat)	ENSCAFG00000018463_Dog(Dog)	ENSOARG00000001923_Sheep(Sheep)
ENSFCAG00000015151_Cat(Cat)	ENSG00000076641_Human(Human)	ENSSSCG00000040208_Pig(Pig)	ENSOCUG00000014767_Rabbit(Rabbit)	ENSRNOG00000061328_Rat(Rat)	ENSCAFG00000008430_Dog(Dog)	ENSOARG00000008858_Sheep(Sheep)
ENSFCAG00000032708_Cat(Cat)	ENSG00000052802_Human(Human)	ENSSSCG00000008857_Pig(Pig)	ENSOCUG00000003769_Rabbit(Rabbit)	ENSRNOG00000032297_Rat(Rat)	ENSCAFG00000011607_Dog(Dog)	ENSOARG00000016126_Sheep(Sheep)
ENSFCAG00000004107_Cat(Cat)	ENSG00000157703_Human(Human)	ENSSSCG00000016517_Pig(Pig)	ENSOCUG00000007282_Rabbit(Rabbit)	ENSRNOG00000013378_Rat(Rat)	ENSCAFG00000004319_Dog(Dog)	ENSOARG00000010318_Sheep(Sheep)
ENSFCAG00000004763_Cat(Cat)	ENSG00000124783_Human(Human)	ENSSSCG00000001022_Pig(Pig)	ENSOCUG00000009083_Rabbit(Rabbit)	ENSRNOG00000014165_Rat(Rat)	ENSCAFG00000009533_Dog(Dog)	ENSOARG00000018017_Sheep(Sheep)
ENSFCAG00000023494_Cat(Cat)	ENSG00000120992_Human(Human)	ENSSSCG00000006260_Pig(Pig)	ENSOCUG00000006751_Rabbit(Rabbit)	ENSRNOG00000008320_Rat(Rat)	ENSCAFG00000006978_Dog(Dog)	ENSOARG00000013994_Sheep(Sheep)
ENSFCAG00000019258_Cat(Cat)	ENSG00000185515_Human(Human)	ENSSSCG00000012813_Pig(Pig)	ENSOCUG00000009730_Rabbit(Rabbit)	ENSRNOG00000048061_Rat(Rat)	ENSCAFG00000031436_Dog(Dog)	ENSOARG00000003566_Sheep(Sheep)
ENSFCAG00000008294_Cat(Cat)	ENSG00000138279_Human(Human)	ENSSSCG00000010299_Pig(Pig)	ENSOCUG00000012532_Rabbit(Rabbit)	ENSRNOG00000007136_Rat(Rat)	ENSCAFG00000014749_Dog(Dog)	ENSOARG00000007635_Sheep(Sheep)
ENSFCAG00000027174_Cat(Cat)	ENSG00000133114_Human(Human)	ENSSSCG00000009419_Pig(Pig)	ENSOCUG00000007277_Rabbit(Rabbit)	ENSRNOG00000001037_Rat(Rat)	ENSCAFG00000004557_Dog(Dog)	ENSOARG00000007602_Sheep(Sheep)
ENSFCAG00000007156_Cat(Cat)	ENSG00000115307_Human(Human)	ENSSSCG00000008268_Pig(Pig)	ENSOCUG00000015388_Rabbit(Rabbit)	ENSRNOG00000007842_Rat(Rat)	ENSCAFG00000008402_Dog(Dog)	ENSOARG00000012789_Sheep(Sheep)
ENSFCAG00000008305_Cat(Cat)	ENSG00000007541_Human(Human)	ENSSSCG00000007992_Pig(Pig)	ENSOCUG00000000755_Rabbit(Rabbit)	ENSRNOG00000020140_Rat(Rat)	ENSCAFG00000019662_Dog(Dog)	ENSOARG00000012399_Sheep(Sheep)
ENSFCAG00000028706_Cat(Cat)	ENSG00000170044_Human(Human)	ENSSSCG00000011947_Pig(Pig)	ENSOCUG00000015697_Rabbit(Rabbit)	ENSRNOG00000039517_Rat(Rat)	ENSCAFG00000009666_Dog(Dog)	ENSOARG00000018697_Sheep(Sheep)
ENSFCAG00000037639_Cat(Cat)	ENSG00000136193_Human(Human)	ENSSSCG00000016684_Pig(Pig)	ENSOCUG00000000804_Rabbit(Rabbit)	ENSRNOG00000009636_Rat(Rat)	ENSCAFG00000003044_Dog(Dog)	ENSOARG00000008738_Sheep(Sheep)
ENSFCAG00000012287_Cat(Cat)	ENSG00000184384_Human(Human)	ENSSSCG00000034879_Pig(Pig)	ENSOCUG00000010820_Rabbit(Rabbit)	ENSRNOG00000005879_Rat(Rat)	ENSCAFG00000004087_Dog(Dog)	ENSOARG00000008542_Sheep(Sheep)
ENSFCAG00000013550_Cat(Cat)	ENSG00000073111_Human(Human)	ENSSSCG00000011624_Pig(Pig)	ENSOCUG00000015924_Rabbit(Rabbit)	ENSRNOG00000016316_Rat(Rat)	ENSCAFG00000004052_Dog(Dog)	ENSOARG00000006991_Sheep(Sheep)
ENSFCAG00000013416_Cat(Cat)	ENSG00000088836_Human(Human)	ENSSSCG00000007157_Pig(Pig)	ENSOCUG00000004077_Rabbit(Rabbit)	ENSRNOG00000021234_Rat(Rat)	ENSCAFG00000006389_Dog(Dog)	ENSOARG00000003685_Sheep(Sheep)
ENSFCAG00000022896_Cat(Cat)	ENSG00000106305_Human(Human)	ENSSSCG00000024245_Pig(Pig)	ENSOCUG00000012599_Rabbit(Rabbit)	ENSRNOG00000001044_Rat(Rat)	ENSCAFG00000015635_Dog(Dog)	ENSOARG00000001572_Sheep(Sheep)
ENSFCAG00000031818_Cat(Cat)	ENSG00000205678_Human(Human)	ENSSSCG00000024681_Pig(Pig)	ENSOCUG00000014558_Rabbit(Rabbit)	ENSRNOG00000001912_Rat(Rat)	ENSCAFG00000028953_Dog(Dog)	ENSOARG00000006132_Sheep(Sheep)
ENSFCAG00000004439_Cat(Cat)	ENSG00000164111_Human(Human)	ENSSSCG00000009097_Pig(Pig)	ENSOCUG00000017760_Rabbit(Rabbit)	ENSRNOG00000014453_Rat(Rat)	ENSCAFG00000004151_Dog(Dog)	ENSOARG00000014830_Sheep(Sheep)
ENSFCAG00000015340_Cat(Cat)	ENSG00000085721_Human(Human)	ENSSSCG00000033356_Pig(Pig)	ENSOCUG00000006704_Rabbit(Rabbit)	ENSRNOG00000003326_Rat(Rat)	ENSCAFG00000018783_Dog(Dog)	ENSOARG00000007937_Sheep(Sheep)
ENSFCAG00000034371_Cat(Cat)	ENSG00000109065_Human(Human)	ENSSSCG00000017231_Pig(Pig)	ENSOCUG00000001581_Rabbit(Rabbit)	ENSRNOG00000003264_Rat(Rat)	ENSCAFG00000004601_Dog(Dog)	ENSOARG00000012163_Sheep(Sheep)
ENSFCAG00000033198_Cat(Cat)	ENSG00000145850_Human(Human)	ENSSSCG00000017062_Pig(Pig)	ENSOCUG00000011915_Rabbit(Rabbit)	ENSRNOG00000038894_Rat(Rat)	ENSCAFG00000028981_Dog(Dog)	ENSOARG00000010643_Sheep(Sheep)
ENSFCAG00000006651_Cat(Cat)	ENSG00000205336_Human(Human)	ENSSSCG00000002815_Pig(Pig)	ENSOCUG00000007622_Rabbit(Rabbit)	ENSRNOG00000014963_Rat(Rat)	ENSCAFG00000024385_Dog(Dog)	ENSOARG00000000517_Sheep(Sheep)
ENSFCAG00000031833_Cat(Cat)	ENSG00000109066_Human(Human)	ENSSSCG00000017230_Pig(Pig)	ENSOCUG00000001583_Rabbit(Rabbit)	ENSRNOG00000025669_Rat(Rat)	ENSCAFG00000004604_Dog(Dog)	ENSOARG00000012090_Sheep(Sheep)
ENSFCAG00000015687_Cat(Cat)	ENSG00000171557_Human(Human)	ENSSSCG00000024314_Pig(Pig)	ENSOCUG00000011247_Rabbit(Rabbit)	ENSRNOG00000025074_Rat(Rat)	ENSCAFG00000008440_Dog(Dog)	ENSOARG00000016664_Sheep(Sheep)
ENSFCAG00000004076_Cat(Cat)	ENSG00000072840_Human(Human)	ENSSSCG00000032637_Pig(Pig)	ENSOCUG00000016436_Rabbit(Rabbit)	ENSRNOG00000007564_Rat(Rat)	ENSCAFG00000015745_Dog(Dog)	ENSOARG00000006688_Sheep(Sheep)
ENSFCAG00000027555_Cat(Cat)	ENSG00000149231_Human(Human)	ENSSSCG00000014972_Pig(Pig)	ENSOCUG00000007312_Rabbit(Rabbit)	ENSRNOG00000005713_Rat(Rat)	ENSCAFG00000004083_Dog(Dog)	ENSOARG00000008409_Sheep(Sheep)
ENSFCAG00000035707_Cat(Cat)	ENSG00000108433_Human(Human)	ENSSSCG00000030183_Pig(Pig)	ENSOCUG00000003119_Rabbit(Rabbit)	ENSRNOG00000003506_Rat(Rat)	ENSCAFG00000013419_Dog(Dog)	ENSOARG00000010725_Sheep(Sheep)
ENSFCAG00000040390_Cat(Cat)	ENSG00000108176_Human(Human)	ENSSSCG00000035600_Pig(Pig)	ENSOCUG00000008694_Rabbit(Rabbit)	ENSRNOG00000051960_Rat(Rat)	ENSCAFG00000013305_Dog(Dog)	ENSOARG00000004771_Sheep(Sheep)
ENSFCAG00000012999_Cat(Cat)	ENSG00000165731_Human(Human)	ENSSSCG00000010199_Pig(Pig)	ENSOCUG00000011141_Rabbit(Rabbit)	ENSRNOG00000014751_Rat(Rat)	ENSCAFG00000007076_Dog(Dog)	ENSOARG00000003932_Sheep(Sheep)
ENSFCAG00000037928_Cat(Cat)	ENSG00000108826_Human(Human)	ENSSSCG00000023783_Pig(Pig)	ENSOCUG00000004601_Rabbit(Rabbit)	ENSRNOG00000003724_Rat(Rat)	ENSCAFG00000017031_Dog(Dog)	ENSOARG00000004651_Sheep(Sheep)
ENSFCAG00000014606_Cat(Cat)	ENSG00000164684_Human(Human)	ENSSSCG00000022989_Pig(Pig)	ENSOCUG00000016504_Rabbit(Rabbit)	ENSRNOG00000054426_Rat(Rat)	ENSCAFG00000008422_Dog(Dog)	ENSOARG00000008772_Sheep(Sheep)
ENSFCAG00000023287_Cat(Cat)	ENSG00000141179_Human(Human)	ENSSSCG00000017608_Pig(Pig)	ENSOCUG00000008956_Rabbit(Rabbit)	ENSRNOG00000002425_Rat(Rat)	ENSCAFG00000017369_Dog(Dog)	ENSOARG00000005660_Sheep(Sheep)
ENSFCAG00000010618_Cat(Cat)	ENSG00000103671_Human(Human)	ENSSSCG00000004552_Pig(Pig)	ENSOCUG00000002322_Rabbit(Rabbit)	ENSRNOG00000016121_Rat(Rat)	ENSCAFG00000017091_Dog(Dog)	ENSOARG00000020739_Sheep(Sheep)
ENSFCAG00000014436_Cat(Cat)	ENSG00000187735_Human(Human)	ENSSSCG00000006261_Pig(Pig)	ENSOCUG00000007474_Rabbit(Rabbit)	ENSRNOG00000022323_Rat(Rat)	ENSCAFG00000006970_Dog(Dog)	ENSOARG00000013906_Sheep(Sheep)
ENSFCAG00000003917_Cat(Cat)	ENSG00000123240_Human(Human)	ENSSSCG00000023247_Pig(Pig)	ENSOCUG00000006794_Rabbit(Rabbit)	ENSRNOG00000017941_Rat(Rat)	ENSCAFG00000004769_Dog(Dog)	ENSOARG00000005206_Sheep(Sheep)
